campaignID,group,date,clicked,subtotal
22,treatment,2021-01-24,0,121.66
22,treatment,2021-01-19,0,119.75
22,treatment,2021-01-21,1,113.45
22,treatment,2021-01-20,0,111.14
22,treatment,2021-01-28,1,122.16
22,treatment,2021-01-20,0,136.31
22,treatment,2021-01-28,0,111.26
22,treatment,2021-01-31,0,100.51
22,treatment,2021-01-20,0,115.89
22,treatment,2021-01-18,0,134.23
22,treatment,2021-01-02,0,107.18
22,treatment,2021-01-22,0,101.19
22,treatment,2021-01-30,0,116.43
22,treatment,2021-01-18,0,100.01
22,treatment,2021-01-28,0,109.92
22,treatment,2021-01-18,0,107.23
22,treatment,2021-01-15,0,108.43
22,treatment,2021-01-02,0,117.1
22,treatment,2021-01-27,0,111.64
22,treatment,2021-01-23,0,111.17
22,treatment,2021-01-11,0,122.53
22,treatment,2021-01-11,0,104.65
22,treatment,2021-01-19,0,111.64
22,treatment,2021-01-19,0,109.87
22,treatment,2021-01-22,0,102.52
22,treatment,2021-01-15,0,107.62
22,treatment,2021-01-18,0,121.9
22,treatment,2021-01-19,1,122.11
22,treatment,2021-01-14,0,110.97
22,treatment,2021-01-07,0,109.16
22,treatment,2021-01-09,0,120.52
22,treatment,2021-01-24,0,125.98
22,treatment,2021-01-21,1,121.32
22,treatment,2021-01-07,0,107.62
22,treatment,2021-01-10,0,110.99
22,treatment,2021-01-24,0,109.74
22,treatment,2021-01-20,0,113.5
22,treatment,2021-01-25,0,106.16
22,treatment,2021-01-08,0,116.58
22,treatment,2021-01-05,0,117.75
22,treatment,2021-01-09,0,116.21
22,treatment,2021-01-07,1,130.22
22,treatment,2021-01-25,0,95.5
22,treatment,2021-01-13,0,103.76
22,treatment,2021-01-21,0,120.59
22,treatment,2021-01-27,0,103.92
22,treatment,2021-01-27,0,111.17
22,treatment,2021-01-20,1,116.95
22,treatment,2021-01-22,0,105.1
22,treatment,2021-01-12,0,121.13
22,treatment,2021-01-07,0,123.43
22,treatment,2021-01-26,1,105.7
22,treatment,2021-01-16,0,134.62
22,treatment,2021-01-25,0,116.42
22,treatment,2021-01-12,0,118.29
22,treatment,2021-01-24,0,130.04
22,treatment,2021-01-21,0,106.11
22,treatment,2021-01-09,0,112.62
22,treatment,2021-01-03,0,122.56
22,treatment,2021-01-10,0,122.54
22,treatment,2021-01-19,0,115.02
22,treatment,2021-01-22,0,117.89
22,treatment,2021-01-22,0,114.79
22,treatment,2021-01-03,0,106.55
22,treatment,2021-01-08,0,116.89
22,treatment,2021-01-02,1,107.09
22,treatment,2021-01-27,0,113.22
22,treatment,2021-01-03,0,121.31
22,treatment,2021-01-14,1,116.34
22,treatment,2021-01-21,1,128.37
22,treatment,2021-01-19,0,124.19
22,treatment,2021-01-10,1,119.19
